,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn__n_neighbors,param_knn__p,param_knn__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
17,0.4847286224365234,0.28423348604775284,220.1405240535736,3.8054374816262646,1,1.7,distance,"{'knn__n_neighbors': 1, 'knn__p': 1.7, 'knn__weights': 'distance'}",0.49809885931558934,0.4775510204081633,0.4952015355086372,0.5088757396449705,0.47035573122529645,0.4900165772205313,0.014069925767789886,197
18,0.7127095699310303,0.4150856708613636,323.4970681667328,0.47006088471785684,1,1.8,uniform,"{'knn__n_neighbors': 1, 'knn__p': 1.8, 'knn__weights': 'uniform'}",0.5289855072463768,0.5068762278978389,0.4925925925925926,0.5209125475285171,0.48854961832061067,0.5075832987171872,0.015641135588555018,176
19,0.2632307052612305,0.06305561219758521,281.72618489265443,50.760006339939196,1,1.8,distance,"{'knn__n_neighbors': 1, 'knn__p': 1.8, 'knn__weights': 'distance'}",0.5289855072463768,0.5068762278978389,0.4925925925925926,0.5209125475285171,0.48854961832061067,0.5075832987171872,0.015641135588555018,176
20,0.2726415157318115,0.01861576902909444,217.5827892780304,2.2759097122565017,1,1.9,uniform,"{'knn__n_neighbors': 1, 'knn__p': 1.9, 'knn__weights': 'uniform'}",0.5384615384615384,0.5267175572519084,0.5124555160142349,0.5543478260869565,0.4962686567164179,0.5256502189062112,0.020130564616589828,154
21,0.26390562057495115,0.024820366251276666,213.76100287437438,0.29050243966180916,1,1.9,distance,"{'knn__n_neighbors': 1, 'knn__p': 1.9, 'knn__weights': 'distance'}",0.5384615384615384,0.5267175572519084,0.5124555160142349,0.5543478260869565,0.4962686567164179,0.5256502189062112,0.020130564616589828,154
22,0.2277155876159668,0.04636225756427027,1.3142845153808593,0.02025029962115886,1,2.0,uniform,"{'knn__n_neighbors': 1, 'knn__p': 2.0, 'knn__weights': 'uniform'}",0.5533333333333333,0.5309090909090909,0.5308219178082192,0.562390158172232,0.4852941176470588,0.5325497235739869,0.026687747194049222,150
23,0.20458502769470216,0.02910949068592361,1.263864231109619,0.027129673852800358,1,2.0,distance,"{'knn__n_neighbors': 1, 'knn__p': 2.0, 'knn__weights': 'distance'}",0.5533333333333333,0.5309090909090909,0.5308219178082192,0.562390158172232,0.4852941176470588,0.5325497235739869,0.026687747194049222,150
24,0.20921716690063477,0.026480295342505213,217.72854418754576,4.030840854821267,1,2.1,uniform,"{'knn__n_neighbors': 1, 'knn__p': 2.1, 'knn__weights': 'uniform'}",0.567741935483871,0.5381944444444444,0.535303776683087,0.6003316749585407,0.5168141592920354,0.5516771981723958,0.029293818308813467,128
25,0.24470248222351074,0.01647625506181509,220.51921586990358,0.5873608255920634,1,2.1,distance,"{'knn__n_neighbors': 1, 'knn__p': 2.1, 'knn__weights': 'distance'}",0.567741935483871,0.5381944444444444,0.535303776683087,0.6003316749585407,0.5168141592920354,0.5516771981723958,0.029293818308813467,128
26,0.2554470062255859,0.04099026571800231,226.31556897163392,0.8301485421461434,1,2.2,uniform,"{'knn__n_neighbors': 1, 'knn__p': 2.2, 'knn__weights': 'uniform'}",0.5700934579439252,0.5555555555555556,0.5446009389671361,0.6232114467408585,0.5290102389078498,0.5644943276230651,0.03229185484942949,108
27,0.2510953426361084,0.03012330948811068,225.7217954158783,2.316000022732724,1,2.2,distance,"{'knn__n_neighbors': 1, 'knn__p': 2.2, 'knn__weights': 'distance'}",0.5700934579439252,0.5555555555555556,0.5446009389671361,0.6232114467408585,0.5290102389078498,0.5644943276230651,0.03229185484942949,108
